stimulus,emotion
02F_FE_O.jpg,2
02F_HA_O.jpg,1
02F_NE_O.jpg,4
02f_di_o.jpg,3
08F_DI_O.jpg,3
08F_FE_O.jpg,2
08F_HA_O.jpg,1
08F_NE_O.jpg,4
13F_DI_O.jpg,3
13F_FE_O.jpg,2
13F_HA_O.jpg,1
13F_NE_O.jpg,4
AF03AFS.JPG,2
AF03DIS.JPG,3
AF03HAS.JPG,1
AF03NES.JPG,4
AM01AFS.JPG,2
AM01DIS.JPG,3
AM01HAS.JPG,1
AM01NES.JPG,4
AM03AFS.JPG,2
AM03DIS.JPG,3
AM03HAS.JPG,1
AM03NES.JPG,4
AM10AFS.JPG,2
AM10DIS.JPG,3
AM10HAS.JPG,1
AM10NES.JPG,4
AM16AFS.JPG,2
AM16DIS.JPG,3
AM16HAS.JPG,1
AM16NES.JPG,4
AM18AFS.JPG,2
AM18DIS.JPG,3
AM18HAS.JPG,1
AM18NES.JPG,4
KL.DI1.170.jpg,3
KL.FE1.174.jpg,2
KL.HA1.158.jpg,1
KL.NE1.155.jpg,4
NA.DI1.214.jpg,3
NA.FE1.217.jpg,2
NA.HA1.202.jpg,1
NA.NE1.199.jpg,4
Rafd090_24_Caucasian_male_disgusted_frontal.jpg,3
Rafd090_24_Caucasian_male_fearful_frontal.jpg,2
Rafd090_24_Caucasian_male_happy_frontal.jpg,1
Rafd090_24_Caucasian_male_neutral_frontal.jpg,4
Rafd090_25_Caucasian_male_disgusted_frontal.jpg,3
Rafd090_25_Caucasian_male_fearful_frontal.jpg,2
Rafd090_25_Caucasian_male_happy_frontal.jpg,1
Rafd090_25_Caucasian_male_neutral_frontal.jpg,4
Rafd090_30_Caucasian_male_disgusted_frontal.jpg,3
Rafd090_30_Caucasian_male_fearful_frontal.jpg,2
Rafd090_30_Caucasian_male_happy_frontal.jpg,1
Rafd090_30_Caucasian_male_neutral_frontal.jpg,4
Rafd090_32_Caucasian_female_disgusted_frontal.jpg,3
Rafd090_32_Caucasian_female_fearful_frontal.jpg,2
Rafd090_32_Caucasian_female_happy_frontal.jpg,1
Rafd090_32_Caucasian_female_neutral_frontal.jpg,4
Rafd090_38_Caucasian_male_disgusted_frontal.jpg,3
Rafd090_38_Caucasian_male_fearful_frontal.jpg,2
Rafd090_38_Caucasian_male_happy_frontal.jpg,1
